icd_code,root
Q669,Q66
H5089,H50
T43011A,T43
E8503,
20150,C81
2650,
3574,G61
M2242,M22
M2241,M22
G713,G71
H4943,H49
37855,H50
D294,D29
47871,J34
71986,M25
5304,K22
K2101,K21
7296,M79
V902,Z18
H05222,H05
Z7382,Z73
64261,O10
5160,J84
O26832,O26
O368320,O36
O288,O28
J9312,J93
R2242,R22
E786,E78
E54,E54
28244,D58
Z8052,Z80
L97121,L97
M5106,M51
I83009,I83
E895,E89
V8745,
S01532A,S01
W278XXA,W27
Z9109,Z91
S52201B,S52
S52301B,S52
S32454A,S32
S62616B,S62
S61216A,S61
M19049,M19
C8589,C85
5753,K81
34989,G97
K653,K65
1710,C49
W260XXA,W26
S8391XA,S83
T66XXXS,T66
D1771,D17
82322,S82
I82529,I82
0412,B95
H16072,H16
H05012,H05
Z83518,Z83
T421X6A,T42
F940,F94
23874,D48
L89229,L89
S82391B,S82
S82831B,S82
S42321B,S42
S45911A,S45
S4421XA,S44
S42121A,S42
D351,D35
I668,I66
1529,C17
V1859,Z83
3340,G11
F5081,F50
G8389,G83
S028XXD,S02
Y040XXD,Y04
Q8501,Q85
C6990,C69
C717,C71
K5649,K56
I781,I78
Z9152,Z91
33701,G90
D704,D70
80002,S02
B471,B47
A499,A49
94504,T24
E9248,
K5981,K59
Q043,Q04
Q8719,Q87
S82251A,S82
S32442A,S32
S336XXA,S33
V0399XA,V03
27786,E84
J3081,J30
S148XXS,S14
M79674,M79
63502,
63572,
63402,O03
F15188,F15
M88819,M88
T84228A,T84
T38891A,T38
80134,S02
M00051,M00
9648,T45
S52592A,S52
S52692A,S52
S93431A,S93
V853XXA,V85
R402410,R40
24911,
24990,
Z90410,Z90
M87352,M87
E9221,
1642,
4431,I73
3581,G70
9249,S70
E9370,
M13852,M13
M13851,M13
K51813,K51
I82C19,I82
Z124,Z12
D171,D17
T50906A,T50
79381,R93
T17298A,T17
500,J60
83961,S13
80322,S02
T38995A,T38
Z653,Z65
S52511B,S52
S52041A,S52
J929,J92
17382,C44
3577,G61
M00211,M00
M90511,M90
I368,I36
2794,D80
T43593A,T43
E848,E84
E840,E84
T82191A,T82
S82491B,S82
H4940,H49
C760,C76
S02413A,S02
H11421,H11
S90511A,S90
N322,N32
Z192,Z19
R1900,R19
9695,
I360,I36
36060,H44
V9010,Z18
S0030XA,S00
T84218A,T84
C4372,C43
36560,H40
56986,K62
F5101,F51
I371,I37
7283,M60
K352,K35
86339,
90220,S35
E13649,E13
T81719A,T81
C563,C56
36481,H20
95919,T14
T50992A,T50
F2089,F20
I69959,I69
N489,N48
T183XXA,T18
E9588,
D3A00,D3A
D137,D13
L98498,L98
G8222,G82
L89894,L89
S14106S,S14
36800,H53
29651,F30
9661,
V610,Z63
I63523,I63
R063,R06
I409,I40
S62321A,S62
S62323A,S62
S62325A,S62
S82292A,S82
S82492A,S82
S022XXB,S02
G5602,G56
D3612,D36
O24430,O24
V0189,Z20
T83038A,T83
2879,D69
85309,S06
T8389XA,T83
V280XXA,V28
S069X0A,S06
2126,D14
69018,
S72402K,S72
7595,Q89
E8554,
M00251,M00
S91331A,S91
M71022,M71
45119,I80
A529,A52
65661,
67311,O88
V1507,Z91
T503X6A,T50
D57411,D57
M90552,M90
M90551,M90
D57412,D57
M0820,M08
6951,L53
80332,S02
1300,B58
9593,T14
V619,Z63
V232,O09
E10359,E10
L858,L85
M898X0,M89
M10022,M10
K50111,K50
H9325,H93
L906,L90
Y92813,Y92
T82398A,T82
C530,C53
O114,O11
O1092,O10
O902,O90
F258,F25
S32424A,S32
S91312A,S91
S3681XA,S36
V576XXA,V57
G890,G89
N852,N85
M19021,M19
11281,B37
Z91013,Z91
S72492B,S72
S82042B,S82
S82041A,S82
H40052,H40
S92352A,S92
W1840XA,W18
69581,L53
D174,D17
1828,C54
G114,G11
2372,D44
G8323,G83
F810,F81
T40695A,T40
T384X5A,T38
S14103S,S14
S14153S,S14
V199XXS,V19
F070,F07
Z89439,Z89
M00872,M00
C92Z2,C92
I63529,I63
I359,I35
S82262A,S82
S82261A,S82
S42411A,S42
T83490A,T83
3888,H93
V1505,Z91
Z596,Z59
37922,H15
9535,S14
80132,S02
86381,
9583,
9081,
U070,U07
S129XXS,S12
S0181XD,S01
40411,
C8334,C83
V4981,R68
S22060A,S22
S3210XD,S32
S32511D,S32
S31000A,S31
S90111A,S90
T438X1A,T43
S02602B,S02
S02642B,S02
X72XXXA,X72
G5721,G57
S37829A,S37
D372,D37
9617,T37
9680,
8783,
30580,F10
S32038A,S32
T1502XA,T15
3080,F43
47820,J34
32361,G04
M0500,M05
S27491A,S27
E7211,E72
Z4802,Z48
K5712,K57
3525,G52
G501,G50
S8392XA,S83
V244XXA,V24
72632,M75
86341,
S72492A,S72
S92912B,S92
Z959,Z95
A5900,A59
74361,Q11
H11432,H11
W1800XA,W18
H119,H11
C051,C05
Y92042,Y92
34981,G97
37632,H05
S2500XA,S25
S2601XA,S26
S42401A,S42
S27893A,S27
R402354,R40
R402134,R40
O6981X0,O69
Z3A49,Z3A
C8280,C82
E9673,
E8853,
S72111A,S72
S3722XA,S37
H402214,H40
H402224,H40
Z1610,Z16
Q792,Q79
95893,
72782,M65
K5700,K57
L240,L24
Z4681,Z46
99686,T82
V8746,
C7A091,C7A
C7B09,C7B
E310,E31
K55012,K55
42291,I41
D270,D27
R1010,R10
D3A090,D3A
F21,F21
M75101,M75
M3320,M33
S349XXA,S34
M6389,M63
N6310,N63
Z597,Z59
00862,A04
20191,C81
J684,J68
99654,T82
33381,
E340,E34
71996,M25
T881XXA,T88
5309,K22
79953,R69
T84498A,T84
H5069,H50
V80010A,V80
Y9352,Y93
G43829,G43
C9240,C92
I39,I39
H5319,H53
85406,S06
I63011,I63
7504,Q38
Q2548,Q25
L97324,L97
E113499,E11
M86662,M86
69289,L24
E9410,
M84452A,M84
S02642A,S02
28659,D66
H2000,H20
E8319,E83
8831,S61
Z9885,Z98
7558,
71950,M25
78461,G44
S52551A,S52
E113493,E11
Q604,Q60
Q605,Q60
9163,S70
M7061,M70
G478,G47
N50811,N50
71887,M24
78891,N23
E8298,
78905,R10
28241,D58
S72421A,S72
O6014X0,O60
O903,O90
O99892,O99
O6989X0,O69
O358XX0,O35
O622,O62
D252,D25
M9702XD,M97
83501,S73
9701,T50
S62617G,S62
W07XXXD,W07
M11242,M11
Y9222,Y92
I69333,I69
O99213,O99
R369,R36
8083,S32
8081,S32
8771,S31
29600,F30
2970,F22
V4959XA,V49
E8586,
5721,K75
S52511A,S52
S62354A,S62
Y730,Y73
Z89012,Z89
E7841,E78
2723,E78
S13161A,S13
S14104A,S14
S36408A,S36
226,D34
8921,S91
5646,K59
6251,N94
Z6720,Z67
T43641A,T43
Q822,Q82
N4829,N48
V7281,
C163,C16
K2900,K29
C49A4,C49
N8189,N81
1716,C49
C7B04,C7B
3308,E75
C103,C10
K437,K43
L97221,L97
J0431,J04
S29011A,S29
F449,F44
E113513,E11
F04,F04
B830,B83
H3560,H35
86814,
E9854,
S100XXA,S10
D528,D52
D518,D51
K388,K38
G40009,G40
M86462,M86
V099XXS,V09
64794,
64844,
Z7389,Z73
Z658,Z65
T80218A,T80
L101,L10
L100,L10
S42341A,S42
S20212A,S20
R4681,R46
I97631,I97
25512,E24
T474X5A,T47
S00532A,S00
I69251,I69
I82B21,I82
I69220,I69
S39012A,S39
5164,J84
78934,R10
R3912,R39
K7211,K72
30745,F98
M898X8,M89
T84398A,T84
3508,G50
3885,H93
G5731,G57
37714,H47
T148XXA,T14
W69XXXA,W69
Y92832,Y92
N3592,N35
Z466,Z46
J381,J38
Z2882,Z28
L89106,L89
2169,D23
K1123,K11
H18509,H18
S2691XA,S26
F553,F55
L02411,L02
1719,C49
C496,C49
D1800,D18
M4627,M46
S82142K,S82
44581,
V1029,Z85
4200,I32
E9303,
7473,
74681,
74684,
C50311,C50
R402223,R40
L8992,L89
L89303,L89
08249,A77
3207,G00
2842,D61
80165,S02
8704,S01
V016,Z20
D140,D14
H53469,H53
66001,
66822,
L02224,L02
85239,S06
42651,I44
65841,
66531,
6150,N71
65981,O61
I69098,I69
S82892D,S82
O43212,O43
Z3A19,Z3A
O34219,O34
O99893,O99
K8530,K85
2979,F22
N9971,N99
O328XX0,O32
N856,N85
56971,K62
56979,K62
3798,H15
S15192A,S15
S71122A,S71
S0102XA,S01
V1940XA,V19
L02425,L02
H35369,H35
H26229,H26
D378,D37
22801,
T86822,T86
25032,E11
73012,M86
T8384XA,T83
L97524,L97
S72352A,S72
S8255XA,S82
S75001A,S75
S233XXA,S23
9165,S70
36001,H44
C481,C48
G130,G13
F53,F53
J343,J34
S2243XD,S22
S2220XD,S22
S12101D,S12
S62337D,S62
S62337A,S62
74749,
33379,
E9451,
S32129A,S32
S92212A,S92
S92022A,S92
5822,N03
2929,F19
59589,N30
71694,M12
F1026,F10
I6021,I60
8058,S12
G4762,G47
D568,D56
4910,J41
I63533,I63
H5316,H53
C9020,C90
82122,S72
87333,S01
87359,S01
75619,Q75
17392,C44
4419,I71
I8310,I83
V1368,Z87
C8307,C83
T8753,T87
T446X2A,T44
T8609,T86
30722,F98
I69820,I69
92311,S40
H449,H44
S89101G,S89
O711,O71
N99518,N99
I82723,I82
78499,G44
8672,S37
C493,C49
L89600,L89
E8748,
S12301A,S12
S91011A,S91
T428X6A,T42
3029,F66
S82202A,S82
1414,C01
1449,
T82848A,T82
Z5941,Z59
G9748,G97
H02203,H02
T84125A,T84
S72302D,S72
I663,I66
M4632,M46
86514,S36
90221,S35
01194,A15
38530,H74
V5309,
N501,N50
O151,O15
E9018,
H5711,H57
78834,N23
K8013,K80
L03315,L03
V068,Z23
1598,
I69243,I69
I69244,I69
4848,B25
5262,K09
74763,
S92121A,S92
S70212A,S70
6266,N91
55100,K41
S36521A,S36
S62612D,S62
S62617D,S62
38100,H65
G5792,G57
20285,C82
M1A0210,M1A
I70435,I70
S0261XA,S02
L245,L24
N410,N41
S02119D,S02
V0390XD,V03
K751,K75
I82501,I82
9068,S31
Q213,Q21
1441,
1418,C01
E8581,E85
S42412A,S42
90225,S35
1951,C76
7383,M95
9162,S70
9132,S50
9102,S00
9142,S60
43400,I66
64244,O10
H5022,H50
20203,C82
5752,K81
72272,M50
56201,K57
T82198A,T82
S0033XA,S00
S8001XA,S80
S3720XA,S37
E8740,
B458,B45
L741,L74
I63113,I63
I6603,I66
C92A0,C92
C8350,C83
S02412B,S02
S02413B,S02
H02431,H02
S02119B,S02
T8741,T87
I7025,I70
4748,
2870,D69
6259,N94
D749,D74
8479,S13
F952,F95
S1985XA,S19
31531,F81
80012,S02
N4839,N48
Z298,Z29
38900,H90
T83420A,T83
N528,N52
I70419,I70
I70409,I70
L129,L12
S0265XA,S02
L02619,L02
H47011,H47
3064,F45
C8310,C83
6248,N90
R41840,R41
Z85840,Z85
90254,S35
86354,
T23021S,T23
T83718S,T83
S82301A,S82
7131,M14
K50811,K50
L89022,L89
L97211,L97
S51002A,S51
T501X1A,T50
Z836,Z83
I83222,I83
I83218,I83
L97909,L97
K50018,K50
K50011,K50
73341,M81
C111,C11
2141,D17
H5589,H55
L573,L57
M25021,M25
M11221,M11
Z96622,Z96
G9009,G90
M1A0720,M1A
M1A0710,M1A
5088,
S13131A,S13
S81811A,S81
R142,R14
S01312A,S01
S32302A,S32
B457,B45
I70292,I70
S72491A,S72
S90821A,S90
7517,Q43
D57439,D57
E83111,E83
R930,R93
T81528A,T81
D57419,D57
M8639,M86
N368,N36
D446,D44
T40601A,T40
38023,H61
1761,C46
79671,R89
Z89522,Z89
38630,H81
S14151A,S14
S35401A,S35
S13111A,S13
M898X1,M89
30289,F66
9808,
M839,M83
M79603,M79
E8141,
N025,N02
Q541,Q54
T83510A,T83
T528X2A,T52
D334,D33
S32022A,S32
S02118A,S02
S32032A,S32
Z87730,Z87
T43502A,T43
T543X2A,T54
O1423,O14
O26613,O26
Z3A28,Z3A
D384,D38
E9209,
F552,F55
S42035A,S42
D4102,D41
32713,G47
33989,G44
W16111A,W16
938,T18
K8061,K80
T5194XA,T51
T424X4A,T42
F19929,F19
37842,H50
86349,
90233,S35
F324,F32
D72825,D72
4449,I74
O8883,O88
C138,C13
7570,
S82154A,S82
32089,G00
T43505A,T43
S72144A,S72
J4552,J45
K08119,K08
1940,C74
Z91130,Z91
J0100,J01
S04011A,S04
H57052,H57
36611,H26
B1911,B19
L502,L50
Y9210,Y92
J382,J38
R259,R25
44772,I77
D71,D71
N048,N04
1640,
94320,T22
E8735,
V624,
393,I09
C579,C57
75314,
H50112,H50
K22719,K22
O1503,O15
G4739,G47
53151,K25
O98413,O98
O99333,O99
O99323,O99
O1495,O14
Q263,Q26
S14106A,S14
S24101A,S24
T467X5A,T46
C7230,C72
9514,
9551,
88009,
L943,L94
75311,
29042,F03
E9991,
I69121,I69
R827,R82
9229,S20
6198,N82
6232,N89
36229,H35
A420,A42
2391,D49
7592,Q89
E11620,E11
V481XXA,V48
1944,C74
S60222A,S60
S8002XA,S80
1733,C44
V570XXA,V57
C4482,C44
29544,F20
B070,B07
E1029,E10
H35039,H35
V692,Z72
3152,F81
I63342,I63
I63332,I63
78762,R19
Z7185,Z71
M5402,M54
M530,M53
S92021B,S92
S3719XA,S37
S92211B,S92
S92121B,S92
S92242A,S92
33722,G90
Q678,Q67
H0220C,H02
H02209,H02
F447,F44
Z96661,Z96
V1819,Z83
H34232,H34
S76112A,S76
G4726,G47
K50014,K50
1723,C43
I6621,I66
2552,E24
S82142D,S82
S89192D,S89
S82492D,S82
V299XXD,V29
Z86008,Z86
F10921,F10
T84020A,T84
T84030A,T84
53130,K25
94335,T22
80000,S02
94536,T24
9462,T30
9534,S14
79901,R69
9252,
E9198,
E8403,
S92332A,S92
S93122A,S93
30113,F60
7420,Q01
6218,N84
C383,C38
8245,S82
81352,S52
45373,I82
K114,K11
K2901,K29
81393,S52
B789,B78
R10814,R10
L97518,L97
E8012,
C300,C30
T394X5A,T39
H348110,H34
A327,A32
T287XXA,T28
T286XXA,T28
S31115A,S31
C8198,C81
A849,A84
A852,A85
V119,
S36898A,S36
S42301A,S42
M1129,M11
6952,L53
42491,I34
D8481,D84
83969,S13
R9089,R90
R891,R89
S01112D,S01
V1506,Z91
T80911A,T80
M488X4,M48
T50B95A,T50
M60004,M60
I6980,I69
C8309,C83
S42202K,S42
H4419,H44
30530,F10
Q950,Q95
I82711,I82
83903,S13
83907,S13
E0075,
85203,S06
R29737,R29
I6022,I60
I69051,I69
I69028,I69
M47897,M47
S14154A,S14
N057,N05
29383,F05
34501,G40
3013,F60
32737,G47
44283,I72
70401,L65
70909,L81
69272,L24
2168,D23
K604,K60
D529,D52
H3500,H35
80425,S02
80228,S02
9140,S60
G4720,G47
Z591,Z59
S5001XA,S50
80030,S02
D5709,D57
M90561,M90
0971,A52
I401,I40
Z85858,Z85
T43632A,T43
M4134,M41
C802,C80
K8531,K85
L97414,L97
D461,D46
Z4541,Z45
D560,D56
E0138,
R064,R06
82381,S82
Q740,Q74
V480XXA,V48
Z89112,Z89
E52,E52
43814,I69
80151,S02
S36118A,S36
S36292A,S36
K9289,K92
67144,O22
67324,O88
64764,
66634,O72
M315,M31
20960,C7A
C8598,C85
Z48816,Z48
K8021,K80
Z7141,Z71
S2224XA,S22
O09513,O09
G40811,G40
M4696,M46
Z9621,Z96
S22030A,S22
S93501A,S93
T40411A,T40
H1045,H10
S42115A,S42
7019,L90
T8131XD,T81
E8589,E85
H4711,H47
H0589,H05
H3563,H35
Z98818,Z98
Q447,Q44
H6981,H69
K858,K85
E8189,
M3502,M35
O0337,O03
O031,O03
E8159,
36815,H53
C8511,C85
B0233,B02
E889,E88
N911,N91
K5939,K59
N522,N52
F1621,F16
3109,F07
S36530A,S36
S34139A,S34
V830XXA,V83
H3321,H33
T8203XA,T82
S72001P,S72
53230,K26
38903,H90
B021,B02
1478,
S72402A,S72
S061X6A,S06
5582,K52
B088,B08
S72142D,S72
56782,K67
S22048B,S22
S21312A,S21
S31611A,S31
S22058B,S22
S21412A,S21
F3170,F31
B9622,B96
M4625,M46
V1088,Z85
T17290A,T17
C7981,C79
C50211,C50
I70445,I70
L292,L29
E1141,E11
T63301A,T63
I512,I51
S43101A,S43
Q321,Q32
E0069,
M8008XD,M80
D3912,D39
I659,I65
65231,O32
64631,O31
1732,C44
E064,E06
D1431,D14
D1432,D14
D1430,D14
O4103X0,O41
Z3A33,Z3A
N451,N45
H353230,H35
H7291,H72
S8001XD,S80
S82872A,S82
S82242A,S82
S61459A,S61
Y798,Y79
L8995,L89
7560,Q75
75470,Q67
F10932,F10
1649,
H5713,H57
S15191A,S15
S14157A,S14
S01319A,S01
6210,N84
9754,T48
M79A9,M79
S24112S,S24
S143XXS,S14
S24102S,S24
71620,M12
64203,O10
73681,M21
4376,I67
M8619,M86
I4902,I49
I234,I23
M13819,M13
0093,A09
8409,S43
38610,H81
Y9311,Y93
L89102,L89
20028,C83
S38221A,S38
F12288,F12
O720,O72
O7189,O71
86120,
E9211,
E9322,
K266,K26
Q8500,Q85
94432,T23
9957,T78
37999,H15
T464X5D,T46
J700,J70
S82032A,S82
83809,
L02522,L02
H2620,H26
5369,K31
90181,S25
S3214XA,S32
S82191A,S82
O9913,O99
O0933,O09
20402,C91
69553,L53
E8181,
Z89521,Z89
4772,J30
37233,H10
37482,H02
H16231,H16
H16071,H16
S42251A,S42
M799,M79
T8241XA,T82
N051,N05
T8089XS,T80
Z4589,Z45
S00202A,S00
65261,O32
66941,O75
75289,
2759,E83
B0221,B02
8821,S61
Z2820,Z28
4377,I67
S41011A,S41
07983,B97
C763,C76
B251,B25
51637,J84
L8990,L89
A46,A46
51281,J93
63522,
63552,
63532,
63512,
65423,O34
65443,O34
Z86004,Z86
M048,M04
K9041,K90
8190,S22
2355,
M00212,M00
S4982XA,S49
H11001,H11
M00862,M00
M2170,M21
0085,A04
S14107A,S14
D861,D86
9170,S90
29189,F10
81318,S52
F801,F80
I69131,I69
T4276XA,T42
K55051,K55
S43102A,S43
6141,
9065,S31
E9294,
H33052,H33
S0103XA,S01
S06300S,S06
S0190XS,S01
S21101A,S21
S92531A,S92
S71102A,S71
S91302A,S91
S91301A,S91
S41001A,S41
Y35001A,Y35
S42292D,S42
O480,O48
O701,O70
Z3A41,Z3A
T8579XD,T85
V909,Z18
2530,E22
86611,S37
86392,
8631,
90234,S35
Z96691,Z96
S32391A,S32
V284XXA,V28
H902,H90
H61039,H61
34710,G47
G4714,G47
R935,R93
E09649,E09
B359,B35
37924,H15
27709,E84
27702,E84
H6092,H60
5564,K51
S36020A,S36
X822XXA,X82
S61211A,S61
S72091D,S72
F4011,F40
36283,H35
L89124,L89
L89140,L89
C8593,C85
T84328A,T84
H5709,H57
M6248,M62
K8582,K85
M00812,M00
7596,Q89
28653,D66
44589,
V0381,Z23
M898X2,M89
80621,S14
K286,K28
I6320,I63
V4354XA,V43
V5421,Z51
J102,J10
S43014A,S43
S13171A,S13
S92411A,S92
S90425A,S90
71592,M15
38870,H93
S42301D,S42
W1830XS,W18
E9453,
J339,J33
Z4733,Z47
9911,T33
H35033,H35
S14103A,S14
S8992XA,S89
80223,S02
E8129,
81011,S42
Y92029,Y92
82331,S82
O2511,O25
O99281,O99
O26891,O26
N009,N00
D68311,D68
S62102D,S62
2167,D23
3708,H16
5299,K14
S12530A,S12
S12630A,S12
S130XXA,S13
T363X5S,T36
N99521,N99
M0609,M06
0074,
37214,H10
S51032A,S51
W460XXA,W46
990,T66
S42201A,S42
70521,L74
S065X6A,S06
H3550,H35
E9063,
47826,J34
59789,
20205,C82
05881,
I7090,I70
D8942,D89
M87150,M87
I69313,I69
9743,
E8741,
T82392A,T82
S70322A,S70
Y92001,Y92
S31823A,S31
390,I00
37992,H15
S329XXD,S32
71509,M15
85125,S06
3380,G89
38860,H93
Z8520,Z85
S60212A,S60
7522,
75219,
7520,
E649,E64
I7301,I73
T39395S,T39
M270,M27
S3713XA,S37
R438,R43
80842,S32
F3160,F31
9953,T78
32753,G47
N418,N41
I289,I28
H8102,H81
H05421,H05
S0511XA,S05
M264,M26
D7812,D78
J123,J12
C457,C45
1548,C19
1891,C64
M4322,M43
V445XXA,V44
6200,N83
T85860A,T85
H908,H90
G8381,G83
S069X7A,S06
S62323B,S62
S62611B,S62
S62615B,S62
S62332B,S62
V0500XA,V05
T82847A,T82
20152,C81
94524,T24
S82432B,S82
S82115B,S82
Y92138,Y92
S83412A,S83
S83421A,S83
S83521A,S83
M21339,M21
E9340,
81519,S62
8089,S32
Z9284,Z92
S24153A,S24
O713,O71
O623,O62
O691XX0,O69
F413,F41
A312,A31
H10223,H10
H16143,H16
R942,R94
T43596A,T43
T23021A,T23
78862,N23
T82533A,T82
F984,F98
G96191,G96
83411,S63
S42252B,S42
S22038B,S22
S2232XB,S22
S25812A,S25
S41042A,S41
X93XXXA,X93
E8841,
C700,C70
M456,M45
M06851,M06
Z5181,Z51
J9311,J93
M10031,M10
T8092XA,T80
81383,S52
I69323,I69
E9345,
D375,D37
G9749,G97
C44520,C44
T84126A,T84
E8251,
8370,S93
M0230,M02
C50312,C50
D332,D33
V123,
0980,A54
07998,B97
38103,H65
S22082A,S22
H44002,H44
G96198,G96
20401,C91
17342,C44
7848,G44
57430,K80
29631,F30
T826XXS,T82
59372,N28
V6402,
V1529,Z91
Z8554,Z85
E9399,
90002,S15
9530,S14
R785,R78
S14116A,S14
I69965,I69
N99510,N99
K088,K08
I70232,I70
3949,I05
64204,O10
K717,K71
T8853XA,T88
M65832,M65
53511,K29
H81399,H81
D493,D49
S9781XA,S97
S91114A,S91
Y92194,Y92
N733,N73
N7003,N70
4719,J33
2143,D17
Z469,Z46
I82B29,I82
80139,S02
36204,H35
R971,R97
S42222A,S42
H50812,H50
V8489,
38201,H66
M7060,M70
Z9851,Z98
N360,N36
N4821,N48
I658,I65
S069X1S,S06
W109XXS,W10
B538,B53
S3022XA,S30
E8145,
M11222,M11
Z85520,Z85
R402344,R40
R402124,R40
S60211A,S60
L89309,L89
T82868S,T82
1769,C46
L97812,L97
S36590A,S36
S37091A,S37
S2231XB,S22
S31643A,S31
S66125A,S66
S61442A,S61
N3945,N39
T79A12A,T79
3918,I01
8710,S05
36372,H30
Q408,Q40
A858,A85
7028,L57
Y633,Y63
F649,F64
T383X2A,T38
S70222A,S70
F607,F60
M1029,M10
3951,I06
T43695A,T43
S90421A,S90
H47292,H47
7920,R83
3629,H35
E640,E64
N159,N15
05412,B00
I82A19,I82
D128,D12
V8401,
Q677,Q67
J84111,J84
Z1620,Z16
N340,N34
N431,N43
N959,N95
S48922A,S48
S4422XA,S44
S63025A,S63
S2341XA,S23
S0302XA,S03
S63015A,S63
73001,M86
2331,D05
I83225,I83
A5210,A52
S02609D,S02
T285XXA,T28
T286XXS,T28
T543X2S,T54
Z77018,Z77
27502,E83
7069,L70
M10271,M10
M21832,M21
Z89212,Z89
B188,B18
S42352B,S42
S42031B,S42
S52302B,S52
S52202B,S52
S51001A,S51
S32472A,S32
S32502A,S32
9090,T50
G5711,G57
E9990,
H16009,H16
59780,
1452,C06
9220,S20
8780,
8832,S61
9035,S45
9556,
M3119,M31
80225,S02
52430,
M79A12,M79
Q524,Q52
2137,
I83015,I83
M4645,M46
Y732,Y73
R402224,R40
V421,
7488,
2892,D75
C8359,C83
I63039,I63
S24103A,S24
71120,M00
1712,C49
S066X3A,S06
S065X3A,S06
80070,S02
94224,T21
I69118,I69
S82042K,S82
T66XXXA,T66
D250,D25
49301,J45
T7029XA,T70
74739,
E0840,E08
E083513,E08
S066X9D,S06
S0240ED,S02
S0240CD,S02
S022XXD,S02
S0231XD,S02
V4352XD,V43
S51812D,S51
M3390,M33
2980,
24220,E05
6868,L08
C5702,C57
T421X5S,T42
Q999,Q99
N4289,N42
1329,
D383,D38
Q630,Q63
85230,S06
30120,F60
S76111A,S76
29644,F30
C8128,C81
R41842,R41
O8681,O86
O8833,O88
45183,I80
G463,G46
D830,D83
M546,M54
D838,D83
T17218A,T17
C4722,C47
T83128A,T83
K51313,K51
Q781,Q78
C84A0,C84
T18190A,T18
F849,F84
S1011XA,S10
F911,F91
M3321,M33
J84170,J84
S129XXA,S12
C44529,C44
L559,L55
2140,D17
T462X6A,T46
Q892,Q89
J4522,J45
79091,R78
I70218,I70
N045,N04
S82842B,S82
S52392B,S52
S82291A,S82
S52292B,S52
S36523A,S36
S82491A,S82
S92115A,S92
S92315A,S92
S92325A,S92
S92335A,S92
S332XXA,S33
1639,C38
S3021XA,S30
80500,S12
K143,K14
H70002,H70
S31620A,S31
38000,H61
53570,K29
Q790,Q79
H1031,H10
L237,L23
86343,
E0162,
C181,C18
O322XX0,O32
O165,O16
N94810,N94
G5631,G56
S36409A,S36
E668,E66
1740,C50
Z899,Z89
S32451A,S32
9570,
42760,I47
G7102,G71
Z8269,Z82
Z812,Z81
I6611,I66
S0230XA,S02
G9001,G90
C179,C17
86603,S37
T84038A,T84
F10250,F10
S5291XA,S52
V0929XA,V09
E8797,
5173,J17
R454,R45
I69092,I69
T85615A,T85
R430,R43
72283,M50
36235,H35
Z206,Z20
M79621,M79
O021,O02
O083,O08
O084,O08
O0889,O08
O085,O08
O046,O04
3222,G03
G90521,G90
T50902A,T50
T424X6A,T42
E954,
L931,L93
D1723,D17
Y904,Y90
E9178,
H348112,H34
F321,F32
H02726,H02
R151,R15
S26020A,S26
20206,C82
S36528A,S36
C162,C16
D89839,D89
T460X6A,T46
T17818A,T17
T84196A,T84
W050XXD,W05
S92341G,S92
S92351G,S92
S82391G,S82
S91111A,S91
T50911A,T50
20024,C83
T82390A,T82
C44229,C44
B189,B18
R402440,R40
8469,S33
C8448,C84
S61011A,S61
53460,K28
R402331,R40
C7A090,C7A
G5131,G51
R1111,R11
9066,S31
7482,
T8699,T86
G801,G80
8629,S27
94232,T21
94800,
O30133,O30
Z3751,Z37
O321XX3,O32
T82855D,T82
S52501D,S52
O4592,O45
O411220,O41
Z3A23,Z3A
O24420,O24
O7181,O71
82529,S99
82524,S99
8438,S73
1160,
Z8742,Z87
T81710A,T81
M7661,M76
E11641,E11
G47411,G47
I69923,I69
I63321,I63
M65862,M65
M65861,M65
N99111,N99
E8139,
74731,
73020,M86
79391,R93
73029,M86
S21141A,S21
S61441A,S61
M40299,M40
S52571A,S52
H34812,H34
A182,A18
A184,A18
T82119A,T82
Z111,Z11
A878,A87
M4690,M46
8068,S14
E8585,
M623,M62
H8309,H83
M728,M72
80172,S02
3434,G80
E783,E78
S1985XD,S19
8711,S05
S8411XA,S84
8471,S13
8472,S13
T82111A,T82
S00212A,S00
L97818,L97
Q828,Q82
S36490A,S36
S31640A,S31
S36128A,S36
Y92312,Y92
Q87418,Q87
D0511,D05
Z599,Z59
I82541,I82
S92111A,S92
S8251XA,S82
S92131A,S92
X820XXA,X82
I8011,I80
N4822,N48
E113391,E11
S32392G,S32
9228,S20
37633,H05
H18413,H18
T7840XD,T78
T494X2A,T49
H35371,H35
T443X1A,T44
M629,M62
1701,C41
9751,T48
C166,C16
T401X2A,T40
R402121,R40
29182,F10
53211,K26
S76091A,S76
K51814,K51
M654,M65
Z510,Z51
D127,D12
T83719A,T83
K832,K83
M24811,M24
05821,
5273,K11
V9089,Z18
C9140,C91
T8051XA,T80
G4736,G47
86812,
V1364,Z87
V5950XA,V59
G1222,G12
V486XXA,V48
F908,F90
20240,C82
64941,
E8845,
3342,G11
M11231,M11
L22,L22
N3011,N30
M2669,M26
S43004D,S43
D374,D37
W294XXA,W29
85231,S06
71102,M00
57440,K80
C7B01,C7B
Z85030,Z85
L98418,L98
